DataReferencia;CodigoInstrumento;AcaoAtualizacao;PrecoNegocio;QuantidadeNegociada;HoraFechamento;CodigoIdentificadorNegocio;TipoSessaoPregao;DataNegocio;CodigoParticipanteComprador;CodigoParticipanteVendedor
2023-12-07;WDOF24;0;4907,000;1;090043373;2650;1;2023-12-07;85;120
2023-12-07;WDOF24;0;4907,000;2;090043373;2660;1;2023-12-07;85;1099
2023-12-07;WDOF24;0;4907,000;3;090043373;2670;1;2023-12-07;85;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;2680;1;2023-12-07;85;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;2690;1;2023-12-07;308;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;2700;1;2023-12-07;120;1982
2023-12-07;WDOF24;0;4907,000;4;090043373;2710;1;2023-12-07;120;120
2023-12-07;WDOF24;0;4907,000;1;090043373;2720;1;2023-12-07;1982;120
2023-12-07;WDOF24;0;4907,000;1;090043373;2730;1;2023-12-07;1982;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;2740;1;2023-12-07;85;4090
2023-12-07;WDOF24;0;4907,000;2;090043373;2750;1;2023-12-07;85;1982
2023-12-07;WDOF24;0;4907,000;7;090043373;2760;1;2023-12-07;85;120
2023-12-07;WDOF24;0;4907,000;1;090043373;2770;1;2023-12-07;4090;120
2023-12-07;WDOF24;0;4907,000;2;090043373;2780;1;2023-12-07;4090;120
2023-12-07;WDOF24;0;4907,000;2;090043373;2790;1;2023-12-07;4090;3
2023-12-07;WDOF24;0;4907,000;1;090043373;2800;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;2;090043373;2810;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;2;090043373;2820;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;1;090043373;2830;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;3;090043373;2840;1;2023-12-07;85;308
2023-12-07;WDOF24;0;4907,000;1;090043373;2850;1;2023-12-07;308;308
2023-12-07;WDOF24;0;4907,000;9;090043373;2860;1;2023-12-07;85;308
2023-12-07;WDOF24;0;4907,000;2;090043373;2870;1;2023-12-07;85;3
2023-12-07;WDOF24;0;4907,000;2;090043373;2880;1;2023-12-07;85;120
2023-12-07;WDOF24;0;4907,000;2;090043373;2890;1;2023-12-07;85;85
2023-12-07;WDOF24;0;4907,000;150;090043373;2900;1;2023-12-07;120;85
2023-12-07;WDOF24;0;4907,000;3;090043373;2910;1;2023-12-07;120;85
2023-12-07;WDOF24;0;4907,000;1;090043373;2920;1;2023-12-07;308;85
2023-12-07;WDOF24;0;4907,000;4;090043373;2930;1;2023-12-07;120;85
2023-12-07;WDOF24;0;4907,000;2;090043373;2940;1;2023-12-07;120;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;2950;1;2023-12-07;120;85
2023-12-07;WDOF24;0;4907,000;2;090043373;2960;1;2023-12-07;120;3
2023-12-07;WDOF24;0;4907,000;4;090043373;2970;1;2023-12-07;120;85
2023-12-07;WDOF24;0;4907,000;5;090043373;2980;1;2023-12-07;120;308
2023-12-07;WDOF24;0;4907,000;1;090043373;2990;1;2023-12-07;120;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;3000;1;2023-12-07;120;4090
2023-12-07;WDOF24;0;4907,000;9;090043373;3010;1;2023-12-07;85;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;3020;1;2023-12-07;85;85
2023-12-07;WDOF24;0;4907,000;14;090043373;3030;1;2023-12-07;3701;85
2023-12-07;WDOF24;0;4907,000;1;090043373;3040;1;2023-12-07;3701;308
2023-12-07;WDOF24;0;4907,000;15;090043373;3050;1;2023-12-07;3701;147
2023-12-07;WDOF24;0;4907,000;2;090043373;3060;1;2023-12-07;85;147
2023-12-07;WDOF24;0;4907,000;2;090043373;3070;1;2023-12-07;3;147
2023-12-07;WDOF24;0;4907,000;2;090043373;3080;1;2023-12-07;308;147
2023-12-07;WDOF24;0;4907,000;1;090043373;3090;1;2023-12-07;3;147
2023-12-07;WDOF24;0;4907,000;8;090043373;3100;1;2023-12-07;4090;147
2023-12-07;WDOF24;0;4907,000;1;090043373;3110;1;2023-12-07;4090;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;3120;1;2023-12-07;4090;3
2023-12-07;WDOF24;0;4907,000;1;090043373;3130;1;2023-12-07;120;3
2023-12-07;WDOF24;0;4907,000;1;090043373;3140;1;2023-12-07;1982;3
2023-12-07;WDOF24;0;4907,000;7;090043373;3150;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;8;090043373;3160;1;2023-12-07;3;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;3170;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;12;090043373;3180;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;15;090043373;3190;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;5;090043373;3200;1;2023-12-07;85;3
2023-12-07;WDOF24;0;4907,000;1;090043373;3210;1;2023-12-07;85;3
2023-12-07;WDOF24;0;4907,000;79;090043373;3220;1;2023-12-07;88;3
2023-12-07;WDOF24;0;4907,000;2;090043373;3230;1;2023-12-07;88;93
2023-12-07;WDOF24;0;4907,000;1;090043373;3240;1;2023-12-07;88;120
2023-12-07;WDOF24;0;4907,000;6;090043373;3250;1;2023-12-07;88;85
2023-12-07;WDOF24;0;4907,000;2;090043373;3260;1;2023-12-07;88;3
2023-12-07;WDOF24;0;4907,000;1;090043373;3270;1;2023-12-07;88;4090
2023-12-07;WDOF24;0;4907,000;9;090043373;3280;1;2023-12-07;88;3
2023-12-07;WDOF24;0;4907,000;2;090043373;3290;1;2023-12-07;85;3
2023-12-07;WDOF24;0;4907,000;4;090043373;3300;1;2023-12-07;120;3
2023-12-07;WDOF24;0;4907,000;2;090043373;3310;1;2023-12-07;120;308
2023-12-07;WDOF24;0;4907,000;3;090043373;3320;1;2023-12-07;120;120
2023-12-07;WDOF24;0;4907,000;30;090043373;3330;1;2023-12-07;120;16
2023-12-07;WDOF24;0;4907,000;3;090043373;3340;1;2023-12-07;3;16
2023-12-07;WDOF24;0;4907,000;1;090043373;3350;1;2023-12-07;120;16
2023-12-07;WDOF24;0;4907,000;1;090043373;3360;1;2023-12-07;4090;16
2023-12-07;WDOF24;0;4907,000;35;090043373;3370;1;2023-12-07;85;16
2023-12-07;WDOF24;0;4907,000;31;090043373;3380;1;2023-12-07;85;8
2023-12-07;WDOF24;0;4907,000;34;090043373;3390;1;2023-12-07;85;8
2023-12-07;WDOF24;0;4907,000;2;090043373;3400;1;2023-12-07;85;8
2023-12-07;WDOF24;0;4907,000;1;090043373;3410;1;2023-12-07;308;8
2023-12-07;WDOF24;0;4907,000;1;090043373;3420;1;2023-12-07;308;8
2023-12-07;WDOF24;0;4907,000;5;090043373;3430;1;2023-12-07;308;8
2023-12-07;WDOF24;0;4907,000;1;090043373;3440;1;2023-12-07;85;8
2023-12-07;WDOF24;0;4907,000;5;090043373;3450;1;2023-12-07;93;8
2023-12-07;WDOF24;0;4907,000;21;090043373;3460;1;2023-12-07;3;8
2023-12-07;WDOF24;0;4907,000;1;090043373;3470;1;2023-12-07;3;4090
2023-12-07;WDOF24;0;4907,000;1;090043373;3480;1;2023-12-07;3;4090
2023-12-07;WDOF24;0;4907,000;3;090043373;3490;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;2;090043373;3500;1;2023-12-07;3;4090
2023-12-07;WDOF24;0;4907,000;6;090043373;3510;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;1;090043373;3520;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;5;090043373;3530;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;2;090043373;3540;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;1;090043373;3550;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;1;090043373;3560;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;15;090043373;3570;1;2023-12-07;3;93
2023-12-07;WDOF24;0;4907,000;3;090043373;3580;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;1;090043373;3590;1;2023-12-07;3;120
2023-12-07;WDOF24;0;4907,000;10;090043373;3600;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;10;090043373;3610;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;2;090043373;3620;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;1;090043373;3630;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;5;090043373;3640;1;2023-12-07;3;88
2023-12-07;WDOF24;0;4907,000;1;090043373;3650;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;1;090043373;3660;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;2;090043373;3670;1;2023-12-07;3;88
2023-12-07;WDOF24;0;4907,000;2;090043373;3680;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;6;090043373;3690;1;2023-12-07;3;120
2023-12-07;WDOF24;0;4907,000;1;090043373;3700;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;3;090043373;3710;1;2023-12-07;3;1982
2023-12-07;WDOF24;0;4907,000;1;090043373;3720;1;2023-12-07;3;1982
2023-12-07;WDOF24;0;4907,000;5;090043373;3730;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;37;090043373;3740;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;1;090043373;3750;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;5;090043373;3760;1;2023-12-07;93;3
2023-12-07;WDOF24;0;4907,000;7;090043373;3770;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;13;090043373;3780;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;1;090043373;3790;1;2023-12-07;120;3
2023-12-07;WDOF24;0;4907,000;5;090043373;3800;1;2023-12-07;308;3
2023-12-07;WDOF24;0;4907,000;2;090043373;3810;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;2;090043373;3820;1;2023-12-07;115;85
2023-12-07;WDOF24;0;4907,000;1;090043373;3830;1;2023-12-07;115;1982
2023-12-07;WDOF24;0;4907,000;25;090043373;3840;1;2023-12-07;115;120
2023-12-07;WDOF24;0;4907,000;1;090043373;3850;1;2023-12-07;115;3
2023-12-07;WDOF24;0;4907,000;1;090043373;3860;1;2023-12-07;115;308
2023-12-07;WDOF24;0;4907,000;25;090043373;3870;1;2023-12-07;115;308
2023-12-07;WDOF24;0;4907,000;20;090043373;3880;1;2023-12-07;115;122
2023-12-07;WDOF24;0;4907,000;10;090043373;3890;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;8;090043373;3900;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;3910;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;3920;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;2;090043373;3930;1;2023-12-07;308;122
2023-12-07;WDOF24;0;4907,000;1;090043373;3940;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;10;090043373;3950;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;8;090043373;3960;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;5;090043373;3970;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;3980;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;10;090043373;3990;1;2023-12-07;4090;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4000;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;12;090043373;4010;1;2023-12-07;308;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4020;1;2023-12-07;308;122
2023-12-07;WDOF24;0;4907,000;2;090043373;4030;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;2;090043373;4040;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;5;090043373;4050;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;5;090043373;4060;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;10;090043373;4070;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4080;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;15;090043373;4090;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;10;090043373;4100;1;2023-12-07;4090;122
2023-12-07;WDOF24;0;4907,000;2;090043373;4110;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4120;1;2023-12-07;4090;122
2023-12-07;WDOF24;0;4907,000;6;090043373;4130;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;3;090043373;4140;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;2;090043373;4150;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4160;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4170;1;2023-12-07;4090;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4180;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;20;090043373;4190;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4200;1;2023-12-07;4090;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4210;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4220;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4230;1;2023-12-07;4090;122
2023-12-07;WDOF24;0;4907,000;1;090043373;4240;1;2023-12-07;4090;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4250;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;5;090043377;4260;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;12;090043377;4270;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;10;090043377;4280;1;2023-12-07;308;122
2023-12-07;WDOF24;0;4907,000;15;090043377;4290;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4300;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4310;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4320;1;2023-12-07;308;122
2023-12-07;WDOF24;0;4907,000;4;090043377;4330;1;2023-12-07;88;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4340;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4350;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;15;090043377;4360;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;10;090043377;4370;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4380;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4390;1;2023-12-07;1982;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4400;1;2023-12-07;15;122
2023-12-07;WDOF24;0;4907,000;25;090043377;4410;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4420;1;2023-12-07;308;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4430;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4440;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4450;1;2023-12-07;4090;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4460;1;2023-12-07;88;122
2023-12-07;WDOF24;0;4907,000;15;090043377;4470;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;16;090043377;4480;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4490;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;3;090043377;4500;1;2023-12-07;88;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4510;1;2023-12-07;4090;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4520;1;2023-12-07;1982;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4530;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4540;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4550;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4560;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;3;090043377;4570;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;5;090043377;4580;1;2023-12-07;147;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4590;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;3;090043377;4600;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;50;090043377;4610;1;2023-12-07;90;122
2023-12-07;WDOF24;0;4907,000;5;090043377;4620;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4630;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4640;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4650;1;2023-12-07;120;122
2023-12-07;WDOF24;0;4907,000;5;090043377;4660;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;30;090043377;4670;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4680;1;2023-12-07;83;122
2023-12-07;WDOF24;0;4907,000;5;090043377;4690;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4700;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4710;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4720;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4730;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4740;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4750;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4760;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4770;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4780;1;2023-12-07;85;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4790;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;8;090043377;4800;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;2;090043377;4810;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4820;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;1;090043377;4830;1;2023-12-07;3;122
2023-12-07;WDOF24;0;4907,000;21;090043377;4840;1;2023-12-07;93;122
2023-12-07;WDOF24;0;4907,000;4;090043377;4850;1;2023-12-07;93;308
2023-12-07;WDOF24;0;4907,000;1;090043377;4860;1;2023-12-07;93;308
2023-12-07;WDOF24;0;4907,000;5;090043377;4870;1;2023-12-07;93;85
2023-12-07;WDOF24;0;4907,000;2;090043377;4880;1;2023-12-07;93;4090
2023-12-07;WDOF24;0;4907,000;3;090043377;4890;1;2023-12-07;93;308
2023-12-07;WDOF24;0;4907,000;1;090043377;4900;1;2023-12-07;308;308
2023-12-07;WDOF24;0;4907,000;1;090043377;4910;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;1;090043377;4920;1;2023-12-07;120;308
2023-12-07;WDOF24;0;4907,000;4;090043377;4930;1;2023-12-07;4090;308
2023-12-07;WDOF24;0;4907,000;2;090043377;4940;1;2023-12-07;4090;308
2023-12-07;WDOF24;0;4907,000;1;090043377;4950;1;2023-12-07;4090;308
2023-12-07;WDOF24;0;4907,000;1;090043377;4960;1;2023-12-07;4090;3
2023-12-07;WDOF24;0;4907,000;1;090043377;4970;1;2023-12-07;4090;308
2023-12-07;WDOF24;0;4907,000;1;090043377;4980;1;2023-12-07;4090;107
2023-12-07;WDOF24;0;4907,000;1;090043377;4990;1;2023-12-07;4090;107
2023-12-07;WDOF24;0;4907,000;1;090043377;5000;1;2023-12-07;1982;107
2023-12-07;WDOF24;0;4907,000;1;090043377;5010;1;2023-12-07;308;107
2023-12-07;WDOF24;0;4907,000;5;090043377;5020;1;2023-12-07;15;107
2023-12-07;WDOF24;0;4907,000;1;090043377;5030;1;2023-12-07;1982;107
2023-12-07;WDOF24;0;4907,000;15;090043377;5040;1;2023-12-07;93;107
2023-12-07;WDOF24;0;4907,000;3;090043377;5050;1;2023-12-07;93;3
2023-12-07;WDOF24;0;4907,000;5;090043377;5060;1;2023-12-07;93;308
2023-12-07;WDOF24;0;4907,000;2;090043377;5070;1;2023-12-07;93;85
2023-12-07;WDOF24;0;4907,000;1;090043377;5080;1;2023-12-07;88;85
2023-12-07;WDOF24;0;4907,000;6;090043377;5090;1;2023-12-07;308;85
2023-12-07;WDOF24;0;4907,000;4;090043377;5100;1;2023-12-07;4090;85
2023-12-07;WDOF24;0;4907,000;10;090043377;5110;1;2023-12-07;147;85
2023-12-07;WDOF24;0;4907,000;1;090043377;5120;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;1;090043377;5130;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;1;090043377;5140;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;2;090043377;5150;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;3;090043377;5160;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4907,000;1;090043377;5170;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;1;090043377;5180;1;2023-12-07;3;4090
2023-12-07;WDOF24;0;4907,000;1;090043377;5190;1;2023-12-07;3;3701
2023-12-07;WDOF24;0;4907,000;1;090043377;5200;1;2023-12-07;4090;3701
2023-12-07;WDOF24;0;4907,000;10;090043377;5210;1;2023-12-07;90;3701
2023-12-07;WDOF24;0;4907,000;2;090043377;5220;1;2023-12-07;93;3701
2023-12-07;WDOF24;0;4907,000;1;090043377;5230;1;2023-12-07;85;3701
2023-12-07;WDOF24;0;4907,000;1;090043377;5240;1;2023-12-07;85;3701
2023-12-07;WDOF24;0;4907,000;5;090043377;5250;1;2023-12-07;4090;3701
2023-12-07;WDOF24;0;4907,000;2;090043377;5260;1;2023-12-07;308;3701
2023-12-07;WDOF24;0;4907,000;1;090043377;5270;1;2023-12-07;93;3701
2023-12-07;WDOF24;0;4907,000;1;090043377;5280;1;2023-12-07;93;1982
2023-12-07;WDOF24;0;4907,000;1;090043377;5290;1;2023-12-07;107;1982
2023-12-07;WDOF24;0;4907,000;1;090043377;5300;1;2023-12-07;107;1982
2023-12-07;WDOF24;0;4907,000;1;090043377;5310;1;2023-12-07;85;85
2023-12-07;WDOF24;0;4907,000;24;090043377;5320;1;2023-12-07;72;85
2023-12-07;WDOF24;0;4907,000;1;090043377;5330;1;2023-12-07;72;3
2023-12-07;WDOF24;0;4907,000;6;090043377;5340;1;2023-12-07;72;3
2023-12-07;WDOF24;0;4907,000;50;090043377;5350;1;2023-12-07;72;88
2023-12-07;WDOF24;0;4907,500;5;090043377;5360;1;2023-12-07;120;1982
2023-12-07;WDOF24;0;4907,500;1;090043417;5370;1;2023-12-07;120;120
2023-12-07;WDOF24;0;4908,000;1;090043423;5380;1;2023-12-07;72;115
2023-12-07;WDOF24;0;4908,000;1;090043423;5390;1;2023-12-07;72;120
2023-12-07;WDOF24;0;4908,000;1;090043427;5400;1;2023-12-07;85;120
2023-12-07;WDOF24;0;4907,500;2;090043430;5410;1;2023-12-07;120;3
2023-12-07;WDOF24;0;4907,500;2;090043430;5420;1;2023-12-07;120;3
2023-12-07;WDOF24;0;4907,500;1;090043433;5430;1;2023-12-07;127;3
2023-12-07;WDOF24;0;4907,500;1;090043433;5440;1;2023-12-07;127;3
2023-12-07;WDOF24;0;4907,500;2;090043433;5450;1;2023-12-07;127;3
2023-12-07;WDOF24;0;4908,000;1;090043433;5460;1;2023-12-07;1618;72
2023-12-07;WDOF24;0;4908,000;5;090043433;5470;1;2023-12-07;120;3
2023-12-07;DOLF24;0;4908,000;5;090043437;190;1;2023-12-07;93;120
2023-12-07;WDOF24;0;4907,500;2;090043437;5480;1;2023-12-07;127;72
2023-12-07;WDOF24;0;4907,500;1;090043437;5490;1;2023-12-07;120;72
2023-12-07;WDOF24;0;4908,000;5;090043437;5500;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,000;3;090043457;5510;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;1;090043457;5520;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4907,000;1;090043457;5530;1;2023-12-07;120;85
2023-12-07;WDOF24;0;4907,500;1;090043460;5540;1;2023-12-07;8;72
2023-12-07;WDOF24;0;4907,500;7;090043460;5550;1;2023-12-07;8;120
2023-12-07;WDOF24;0;4907,500;3;090043460;5560;1;2023-12-07;8;120
2023-12-07;WDOF24;0;4907,000;1;090043463;5570;1;2023-12-07;308;4090
2023-12-07;WDOF24;0;4907,000;1;090043463;5580;1;2023-12-07;120;4090
2023-12-07;WDOF24;0;4907,000;1;090043463;5590;1;2023-12-07;85;4090
2023-12-07;WDOF24;0;4907,000;1;090043463;5600;1;2023-12-07;85;4090
2023-12-07;WDOF24;0;4907,500;1;090043483;5610;1;2023-12-07;3;72
2023-12-07;WDOF24;0;4907,500;2;090043483;5620;1;2023-12-07;3;120
2023-12-07;WDOF24;0;4908,000;6;090043483;5630;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4908,000;1;090043483;5640;1;2023-12-07;3;72
2023-12-07;WDOF24;0;4908,000;20;090043493;5650;1;2023-12-07;3;85
2023-12-07;WDOF24;0;4908,000;1;090043497;5660;1;2023-12-07;3;85
2023-12-07;DOLF24;0;4907,000;5;090043500;200;1;2023-12-07;120;3
2023-12-07;DOLF24;0;4906,500;5;090043500;210;1;2023-12-07;120;3
2023-12-07;WDOF24;0;4907,500;1;090043510;5670;1;2023-12-07;3;127
2023-12-07;WDOF24;0;4907,500;2;090043510;5680;1;2023-12-07;3;120
2023-12-07;WDOF24;0;4907,500;5;090043510;5690;1;2023-12-07;3;72
2023-12-07;WDOF24;0;4907,500;2;090043510;5700;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,500;1;090043530;5710;1;2023-12-07;120;3
2023-12-07;WDOF24;0;4907,500;1;090043537;5720;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,500;1;090043540;5730;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,500;2;090043547;5740;1;2023-12-07;3;120
2023-12-07;WDOF24;0;4907,500;3;090043563;5750;1;2023-12-07;40;120
2023-12-07;WDOF24;0;4907,000;5;090043563;5760;1;2023-12-07;85;120
2023-12-07;WDOF24;0;4907,000;3;090043563;5770;1;2023-12-07;120;120
2023-12-07;WDOF24;0;4907,500;3;090043607;5780;1;2023-12-07;4090;120
2023-12-07;WDOF24;0;4907,500;1;090043607;5790;1;2023-12-07;4090;120
2023-12-07;WDOF24;0;4907,500;1;090043607;5800;1;2023-12-07;4090;120
2023-12-07;WDOF24;0;4907,500;1;090043607;5810;1;2023-12-07;4090;120
2023-12-07;WDOF24;0;4906,500;1;090043607;5820;1;2023-12-07;85;4090
2023-12-07;WDOF24;0;4906,500;1;090043607;5830;1;2023-12-07;3;4090
2023-12-07;WDOF24;0;4907,000;1;090043610;5840;1;2023-12-07;107;88
2023-12-07;WDOF24;0;4907,000;1;090043630;5850;1;2023-12-07;3;120
2023-12-07;WDOF24;0;4906,500;1;090043633;5860;1;2023-12-07;120;3
2023-12-07;WDOF24;0;4906,500;1;090043633;5870;1;2023-12-07;1618;3
2023-12-07;CCMH24;0;74,100;1;090043637;500;1;2023-12-07;;
2023-12-07;DOLF24;0;4908,000;5;090043647;220;1;2023-12-07;308;1618
